2, 691.096000
3, 705.567000
4, 775.020000
5, 671.506000
6, 723.373000
7, 671.225000
8, 691.743000
9, 770.122000
10, 747.342000
11, 672.514000
12, 658.108000
13, 683.958000
14, 701.724000
15, 688.272000
16, 700.281000
17, 673.074000
18, 746.240000
19, 669.077000
20, 652.365000
21, 944.806000
22, 651.558000
23, 740.446000
24, 667.585000
25, 666.585000
26, 664.457000
27, 669.136000
28, 720.131000
29, 667.692000
30, 666.432000
31, 666.961000
32, 669.187000
33, 718.576000
34, 668.246000
35, 668.622000
36, 665.682000
37, 692.504000
38, 705.390000
39, 708.347000
40, 680.925000
41, 677.304000
42, 686.679000
43, 6850.131000
44, 5920.526000
45, 1260.894000
46, 1230.208000
47, 1236.696000
48, 1118.476000
49, 1121.193000
50, 1030.914000
51, 1038.801000
52, 940.846000
53, 889.428000
54, 895.182000
55, 890.636000
56, 891.196000
57, 868.278000
58, 790.015000
59, 782.971000
60, 782.721000
61, 781.595000
62, 741.699000
63, 702.818000
64, 696.022000
65, 697.919000
66, 697.986000
67, 702.163000
68, 659.031000
69, 631.214000
70, 631.431000
71, 632.960000
72, 628.780000
73, 649.911000
74, 632.603000
75, 630.285000
76, 629.458000
77, 629.166000
78, 759.656000
79, 1002.501000
80, 839.108000
81, 716.305000
82, 784.040000
83, 709.031000
84, 710.390000
85, 714.634000
86, 715.541000
87, 712.021000
88, 712.658000
89, 1270.504000
90, 1551.198000
91, 875.101000
92, 853.684000
93, 862.683000
94, 861.137000
95, 819.945000
96, 768.536000
97, 767.345000
98, 888.550000
99, 768.367000
100, 764.459000
101, 709.706000
102, 770.994000
103, 723.552000
104, 710.616000
105, 771.019000
106, 713.200000
107, 787.129000
108, 713.220000
109, 1015.063000
110, 716.116000
111, 774.802000
112, 713.737000
113, 709.358000
114, 713.000000
115, 709.282000
116, 784.911000
117, 772.995000
118, 750.321000
119, 708.940000
120, 764.562000
121, 720.267000
122, 710.908000
123, 728.311000
124, 730.565000
125, 792.446000
126, 725.276000
127, 728.911000
128, 761.900000
129, 754.346000
130, 797.585000
131, 823.969000
132, 751.728000
133, 747.009000
134, 805.849000
135, 747.301000
136, 740.147000
137, 732.347000
138, 756.889000
139, 773.153000
140, 773.059000
141, 748.227000
142, 978.625000
143, 791.218000
144, 750.163000
145, 746.480000
146, 748.803000
147, 875.966000
148, 750.224000
149, 746.883000
150, 744.856000
151, 771.849000
152, 836.292000
153, 765.305000
154, 780.642000
155, 749.068000
156, 979.216000
157, 992.040000
158, 1011.364000
159, 988.055000
160, 1007.388000
161, 1039.465000
162, 1049.725000
163, 960.753000
164, 1041.877000
165, 982.867000
166, 985.319000
167, 987.744000
168, 986.424000
169, 976.315000
170, 1079.917000
171, 982.372000
172, 977.011000
173, 980.207000
174, 988.147000
175, 979.085000
176, 978.785000
177, 986.140000
178, 975.539000
179, 1214.676000
180, 1083.464000
181, 1030.409000
182, 1097.015000
183, 948.577000
184, 1102.422000
185, 959.869000
186, 960.791000
187, 1081.318000
188, 960.780000
189, 964.398000
190, 1013.402000
191, 1068.859000
192, 987.388000
193, 1258.410000
194, 1124.506000
195, 1319.426000
196, 965.325000
197, 998.992000
198, 993.169000
199, 964.155000
200, 959.964000
201, 1035.514000
202, 975.646000
203, 1049.073000
204, 1045.891000
205, 967.032000
206, 957.797000
207, 990.878000
208, 1023.090000
209, 982.504000
210, 979.436000
211, 1038.895000
212, 1051.143000
213, 972.969000
214, 984.917000
215, 1014.981000
216, 1011.627000
217, 1008.855000
218, 1019.807000
219, 984.272000
220, 980.012000
221, 1152.941000
222, 984.904000
223, 982.572000
224, 989.954000
225, 991.332000
226, 987.122000
227, 999.949000
228, 1027.012000
229, 1026.823000
230, 984.553000
231, 982.250000
232, 982.886000
233, 973.469000
234, 985.016000
235, 990.905000
236, 1007.822000
237, 1272.221000
238, 993.537000
239, 1069.660000
240, 1037.808000
241, 960.075000
242, 1078.662000
243, 1076.568000
244, 1011.950000
245, 1018.453000
246, 1024.317000
247, 994.157000
248, 944.457000
249, 987.613000
250, 1015.962000
251, 1014.913000
252, 1012.384000
253, 1018.492000
254, 1053.698000
255, 986.151000
256, 987.248000
257, 1076.924000
258, 961.440000
259, 1018.194000
260, 982.022000
261, 981.909000
262, 1207.616000
263, 990.764000
264, 1031.328000
265, 986.878000
266, 984.407000
267, 984.979000
268, 976.864000
269, 979.871000
270, 1038.265000
271, 982.657000
272, 981.484000
273, 982.732000
274, 985.586000
275, 980.731000
276, 977.181000
277, 979.018000
278, 973.643000
279, 1011.296000
