1, 143, 18
2, 146, 102
3, 155, 171
4, 273, 228
5, 359, 297
6, 390, 279
7, 420, 338
8, 504, 432
9, 602, 402
10, 567, 363
11, 751, 373
12, 675, 512
13, 742, 465
14, 896, 555
15, 974, 488
16, 933, 532
17, 1004, 618
18, 1036, 681
19, 1233, 761
20, 1246, 638
21, 1259, 670
22, 1393, 884
23, 1399, 890
24, 1522, 819
25, 1592, 922
26, 1727, 861
27, 1892, 1001
28, 1883, 1069
29, 2051, 1027
30, 1991, 1102
31, 2045, 1224
32, 2060, 1099
33, 2287, 1091
34, 2240, 1336
35, 2381, 1343
36, 2421, 1355
37, 2492, 1329
38, 2577, 1536
39, 2688, 1494
40, 2686, 1533
41, 2862, 1607
42, 2873, 1755
43, 2942, 1689
44, 3064, 1779
45, 3251, 1872
46, 3272, 1879
47, 3222, 1973
48, 3212, 1968
49, 3473, 2178
50, 3559, 2000
51, 3607, 2051
52, 3457, 2387
53, 3727, 2360
54, 3869, 2524
55, 4107, 2544
56, 3939, 2614
57, 4109, 2523
58, 4226, 2601
59, 4228, 2698
60, 4405, 2589
61, 4327, 2790
62, 4522, 2817
63, 4687, 2776
64, 4617, 3010
65, 4649, 3049
66, 4821, 3278
67, 4904, 3378
68, 5172, 3353
69, 5233, 3669
70, 5369, 3540
71, 5414, 3536
72, 5581, 3563
73, 5427, 3884
74, 5493, 3706
75, 5628, 3832
76, 5785, 3797
77, 5920, 3992
78, 5814, 4146
79, 5895, 3931
80, 6207, 4231
81, 5985, 4310
82, 6089, 4302
83, 6207, 4277
84, 6282, 4887
85, 6572, 4692
86, 6672, 5093
87, 6653, 4314
88, 6705, 5046
89, 6709, 5005
90, 6883, 5111
91, 6905, 5115
92, 7191, 5113
93, 7166, 5060
94, 7369, 5274
95, 7300, 5728
96, 7473, 5525
97, 7529, 5324
98, 7581, 5608
99, 7880, 5361
100, 7742, 6058
101, 8126, 6256
102, 8117, 5948
103, 8044, 6057
104, 8193, 5882
105, 8251, 6505
106, 8690, 6332
107, 13513, 31392
108, 11490, 8170
109, 11637, 9039
110, 23913, 6832
111, 9269, 7910
112, 9082, 7098
113, 9050, 7174
114, 9502, 7833
115, 9325, 7197
116, 9573, 7535
117, 9300, 7580
118, 9617, 7918
119, 9810, 7693
120, 9910, 7342
121, 9898, 8220
122, 10014, 8268
123, 10016, 7940
124, 10097, 8375
125, 10216, 7850
126, 10384, 8656
127, 10272, 9286
128, 10339, 9199
129, 10382, 8533
130, 10433, 7549
131, 10938, 7665
132, 10768, 7635
133, 10853, 7769
134, 11213, 7485
135, 11190, 8287
136, 11221, 7747
137, 11256, 8394
138, 11369, 8437
139, 11675, 8133
140, 11943, 8340
141, 11627, 8277
142, 12261, 8416
143, 11931, 8447
144, 12030, 8408
145, 12445, 8754
146, 12434, 9093
147, 12239, 8985
148, 12503, 9037
149, 12472, 9247
150, 12645, 9623
151, 12900, 9202
152, 12825, 9653
153, 12836, 9625
154, 13007, 9676
155, 12958, 9449
156, 13108, 9944
157, 13226, 10028
158, 13291, 9725
159, 13307, 10180
160, 13362, 9867
161, 13453, 10203
162, 13856, 10381
163, 13826, 10809
164, 13966, 10141
165, 14012, 10688
166, 14230, 10290
167, 14265, 10776
168, 14436, 10684
169, 14460, 11107
170, 14620, 10769
171, 14638, 10811
172, 15073, 11012
173, 14754, 11225
174, 14918, 11205
175, 15349, 11000
176, 14821, 11730
177, 15364, 11803
178, 15629, 11985
179, 15733, 12225
180, 15447, 11673
181, 15949, 12168
182, 15609, 12275
183, 15980, 12152
184, 16112, 12471
185, 15942, 12815
186, 16377, 12849
187, 16621, 12692
188, 16172, 13171
189, 16583, 12566
190, 16329, 12647
191, 16411, 12735
192, 16501, 12545
193, 16846, 13201
194, 16922, 13631
195, 16871, 13123
196, 17308, 13578
197, 17181, 13417
198, 17560, 14270
199, 17363, 14036
200, 17320, 13643
201, 18125, 14234
202, 17956, 14447
203, 17948, 14504
204, 17980, 13779
205, 18191, 14537
206, 18185, 14486
207, 18580, 14652
208, 18410, 14726
209, 19000, 14837
210, 19137, 15447
211, 18970, 15621
212, 18866, 16333
213, 19237, 15562
214, 19406, 15241
215, 19265, 15590
216, 19442, 14896
217, 19652, 16579
218, 19717, 15660
219, 19963, 16092
220, 19937, 16324
221, 20272, 16141
222, 19812, 15870
223, 20008, 15623
224, 20708, 20675
225, 26871, 22571
226, 34485, 16938
227, 20590, 17396
228, 20885, 16869
229, 20674, 18058
230, 21019, 16854
231, 20902, 16439
232, 20963, 16864
233, 21159, 17851
234, 20908, 17909
235, 21480, 17878
236, 21483, 17141
237, 21479, 18261
238, 21648, 18312
239, 21595, 17965
240, 21614, 18534
241, 21558, 17979
242, 22307, 19127
243, 21988, 19666
244, 22038, 19094
245, 22289, 19276
246, 22238, 18842
247, 22282, 18873
248, 22657, 19184
249, 22932, 19670
250, 22077, 19502
251, 22852, 19524
252, 22890, 19565
253, 22885, 20312
254, 23047, 20162
255, 22762, 19727
256, 23368, 19793
257, 23145, 20066
258, 23197, 19564
259, 23445, 19146
260, 23543, 18300
261, 23558, 17959
262, 23761, 18485
263, 24157, 17474
264, 24250, 17986
265, 24247, 18084
266, 24465, 18551
267, 24563, 18145
268, 24641, 18627
269, 24754, 18453
270, 25527, 18809
271, 25459, 18973
272, 24934, 19338
273, 25260, 18831
274, 25580, 19120
275, 25303, 19042
276, 25682, 19267
277, 25524, 18642
278, 25580, 19498
279, 26060, 19797
280, 25889, 19494
281, 25706, 19878
282, 26111, 19818
283, 26534, 19532
284, 26478, 19628
285, 26567, 19688
286, 26502, 20421
287, 26749, 19685
288, 26942, 20986
289, 27048, 20727
290, 27040, 20358
291, 27767, 20625
292, 27276, 20537
293, 27210, 21012
294, 27394, 21140
295, 27595, 50183
296, 36542, 36970
297, 27938, 21455
298, 27866, 21722
299, 28392, 21837
300, 28207, 21447
301, 28607, 21939
302, 28652, 22005
303, 28800, 22151
304, 28696, 21580
305, 28788, 22361
306, 28948, 21870
307, 29130, 22023
308, 29136, 22661
309, 28527, 22990
310, 29155, 22351
311, 29037, 23015
312, 29075, 22471
313, 29429, 23170
314, 29591, 22475
315, 29448, 22844
316, 29647, 22662
317, 29357, 23591
318, 29777, 23342
319, 29681, 23818
320, 29882, 23842
321, 29858, 23443
322, 30645, 23017
323, 30832, 24103
324, 30539, 23830
325, 30242, 23710
326, 30466, 24570
327, 30854, 23787
328, 30578, 24546
329, 31048, 24205
330, 31505, 24603
331, 31396, 24452
332, 31342, 24842
333, 31876, 24310
334, 31705, 24894
335, 32182, 26001
336, 31992, 25591
337, 31479, 25612
338, 32066, 25525
339, 32276, 24969
340, 32788, 25700
341, 32711, 25995
342, 32357, 25665
343, 32792, 25591
344, 32711, 25757
345, 32773, 25663
346, 33020, 26259
347, 33139, 26080
348, 33563, 25991
349, 33613, 26084
350, 33677, 26132
351, 33411, 30895
352, 68198, 56533
353, 34108, 26347
354, 34240, 27087
355, 34334, 26767
356, 34640, 26844
357, 34108, 26844
358, 34761, 28086
359, 34655, 28470
360, 35353, 27823
361, 35284, 27263
362, 35023, 27713
363, 35170, 27946
364, 35142, 28446
365, 35570, 28071
366, 35684, 28706
367, 35631, 28280
368, 35973, 28440
369, 36093, 28644
370, 36262, 28020
371, 35979, 29160
372, 36329, 28934
373, 36345, 29351
374, 36260, 28976
375, 36186, 28876
376, 36358, 29544
377, 36255, 30207
378, 36284, 29580
379, 36828, 29576
380, 37202, 29864
381, 37005, 30154
382, 36929, 29859
383, 37172, 30141
384, 37387, 29740
385, 37069, 30266
386, 37743, 30417
387, 36938, 30761
388, 36973, 29626
389, 37722, 30144
390, 38135, 30896
391, 37888, 30996
392, 38270, 30872
393, 42444, 66240
394, 42887, 46466
395, 38788, 31017
396, 38784, 32023
397, 38399, 59203
398, 82550, 55856
399, 43590, 61143
400, 58744, 59164
401, 67380, 42146
402, 52590, 43596
403, 52922, 42875
404, 53609, 43495
405, 54604, 45050
406, 53771, 44924
407, 53955, 44612
408, 55122, 43864
409, 54623, 44775
410, 54155, 45566
411, 55860, 46120
412, 55344, 45785
413, 56159, 46448
414, 57149, 45911
415, 58114, 45145
416, 55730, 109548
417, 55871, 45220
418, 55329, 45407
419, 56111, 46879
420, 56654, 45682
421, 56828, 45910
422, 56332, 46772
423, 56721, 46967
424, 56895, 46726
425, 57645, 45994
426, 57527, 46435
427, 57063, 59047
428, 60790, 50565
429, 57163, 48346
430, 57443, 47840
431, 57650, 47879
432, 57534, 47141
433, 57946, 49426
434, 58149, 47940
435, 58278, 48019
436, 58665, 48315
437, 58180, 48843
438, 58141, 50348
439, 58445, 49022
440, 58639, 49687
441, 59151, 49266
442, 60412, 49526
443, 59955, 50153
444, 59497, 49476
445, 58913, 49681
446, 58880, 51137
447, 59582, 50210
448, 59248, 50750
449, 60432, 50799
450, 59671, 50631
451, 60109, 61491
452, 55319, 46322
453, 55684, 46218
454, 55571, 45372
455, 55669, 47049
456, 55702, 46929
457, 65172, 46659
458, 56050, 47007
459, 56086, 47225
460, 56371, 47514
461, 56745, 48441
462, 56442, 47329
463, 56726, 48589
464, 56779, 47705
465, 56385, 48676
466, 57135, 48158
467, 57003, 47868
468, 57255, 48172
469, 58045, 66986
470, 64124, 53002
471, 64178, 54247
472, 63738, 54672
473, 64747, 55378
474, 64127, 68094
475, 71988, 54835
476, 77083, 55829
477, 66907, 56067
478, 66136, 54887
479, 71202, 46069
480, 53987, 46928
481, 54276, 47201
482, 54424, 47740
483, 66943, 45142
484, 52056, 44614
485, 52397, 79984
486, 73916, 45450
487, 53052, 44706
488, 52992, 44717
489, 53356, 45490
490, 52747, 44874
491, 52851, 45449
492, 52702, 46388
493, 52692, 46125
494, 52395, 45164
495, 53108, 46687
496, 53378, 46907
497, 53306, 46964
498, 53318, 46011
499, 53016, 46776
500, 53434, 45957
501, 53928, 46901
502, 54063, 47053
503, 53484, 46712
504, 53592, 47748
505, 54080, 46662
506, 54494, 47443
507, 66701, 57485
508, 62312, 50596
509, 77287, 45638
510, 51341, 61680
511, 76274, 69297
512, 65685, 51850
513, 58312, 51201
514, 66458, 53749
515, 85927, 90228
516, 78440, 103756
517, 102643, 66754
518, 97107, 76363
519, 71992, 55830
520, 102553, 94537
521, 71388, 94447
522, 77823, 62350
523, 73443, 51524
524, 73014, 51387
525, 97661, 97814
526, 90162, 46991
527, 60319, 46372
528, 60587, 46301
529, 60267, 47175
530, 60437, 60650
531, 58316, 44823
532, 57938, 44773
533, 58442, 44233
534, 58123, 44996
535, 58124, 44902
536, 58407, 44919
537, 58950, 45777
